"source_id","canonical_agency_id","agency_name","source_address","source_city","latitude","longitude","target_path","target_id","distance_to_target_boundary_m","decision","evidence_url","cache_command_id"
"459205","cm7a0bgop03l0ewvgo8gkcaaa","EAST MOUNTAIN POLICE DEPARTMENT","103 MUNICIPAL DR","GILMER","32.592247708747","-94.860502997792","/tx/upshur-county/east-mountain/","vkoys8jo5r9ugqahozzoahik","95.9","Use agency city East Mountain rather than Gilmer mailing city.","https://www.eastmountaintx.com/active-warrant-list","ln8fexdykobdeoi3ihj9ivqg"
"461101","cm7a0bgop03l9ewvgebglraqi","UPTON CO. CONST. PCT. 1","1500 Couny Road 255","Midkiff","31.362354543513","-101.878898105424","/tx/upton-county/midkiff/","cj6pzdiuubwalniesh19pbs0","","Existing manual community in point county; no polygon.","","tnldcwgx3iy3voucb528na22"
"463005","cm7a0bgop03ldewvg9yuh9zou","SOUTHWEST TEXAS COLLEGE","2401 GARNER FIELD ROAD","UVALDE","29.22273649226","-99.730625816652","/tx/uvalde-county/uvalde/","cg4dpfarlyc16zjaie362obp","999.7","Listed city in point county, within 10 km of its imported boundary.","","ggmqelpur45e9zh0ng6kq5fc"
"467301","cm7a0bgoq03o4ewvgkajwvkcx","Van Zandt Co. Fire Marshal's Office","24634 State Highway 64","Canton","32.545713288178","-95.845642529104","/tx/van-zandt-county/canton/","cd4t2o0fli80q9lbm8k9wlsx","9.0","Listed city in point county, within 10 km of its imported boundary.","","qx2pveyvtjzdwpfz8bfd9y7o"
"471103","cm7a0bgoq03ptewvgisoyd7ai","WALKER CO. CONST. PCT. 3","2986-A SH 19","HUNTSVILLE","30.798883409701","-95.455878627801","/tx/walker-county/huntsville/","c6h0lu48guq1fa3sw2igiubc","6940.0","Listed city in point county, within 10 km of its imported boundary.","","hgqahsrwzmle585prx59wpmc"
"473102","cm7a0bgoq03qgewvg2oc9xiw5","WALLER CO. CONST. PCT. 2","27388 FIELD STORE RD.","WALLER","30.162885667103","-95.916227569811","/tx/waller-county/waller/","cmy605vsa5bl3gnnhuqfh4v0","7411.4","Listed city in point county, within 10 km of its imported boundary.","","cka4me557nyzhi89z396zjnw"
"473103","cm7a0bgoq03qjewvguau9rteo","WALLER CO. CONST. PCT. 3","12624 FM 1887","HEMPSTEAD","29.950545502421","-96.040907160617","/tx/waller-county/hempstead/","cmsuo3g8j1do2fsv339htkmt","14308.6","TxDOT lists constable at 12620 FM 1887, Hempstead, adjacent to source number 12624. Same county, larger-distance postal assignment 14.31 km.","https://ftp.txdot.gov/pub/txdot/get-involved/hou/36a/043026-draft-coordination-plan.pdf","phdninqy87b5hzd1n72jzstp"
"473160","cm7a0bgoq03qrewvgn8fgmc68","Waller County Fire Marshal's Office","27392 Fields Store","Waller","30.162945015437","-95.916229453883","/tx/waller-county/waller/","cmy605vsa5bl3gnnhuqfh4v0","7418.0","Listed city in point county, within 10 km of its imported boundary.","","uelbdo56xddgujqxuu3w25ql"
"483100","cm7a0bgor03uyewvgxs63t3o1","WHEELER COUNTY SHERIFF'S OFFICE","7944 US HIGHWAY 83","WHEELER","35.455117648546","-100.272126396609","/tx/wheeler-county/wheeler/","ceu82zt25dmbsj5g3lstwbxd","369.8","Listed city in point county, within 10 km of its imported boundary.","","szk4iewb72jeezxk601t4m9d"
"485104","cm7a0bgor03vmewvgrmqnkcth","WICHITA CO. CONST. PCT. 4","2023 State Hwy 25 North","ELECTRA","34.05097822348","-98.917481986212","/tx/wichita-county/electra/","c7d44sj93svqocfni4dha3u7","114.2","Listed city in point county, within 10 km of its imported boundary.","","oiulrprbl79b7cdql7nr0z1i"
"491203","cm7a0bgos03z9ewvgw533ggwx","FLORENCE POLICE DEPARTMENT","851 FM 970","FLORENCE","30.829788931386","-97.806190082916","/tx/williamson-county/florence/","csungs8c9egnd9hkv3fca42v","967.9","Listed city in point county, within 10 km of its imported boundary.","","ker49lbg65apq08wu7024uli"
"491902","cm7a0bgos0406ewvgbhngrdba","LIBERTY HILL ISD POLICE DEPARTMENT","16500 W STATE HIGHWAY 29","LIBERTY HILL","30.679982730263","-97.951833901458","/tx/williamson-county/liberty-hill/","citya0cykg0c1k7tvnhatlmh","436.7","Listed city in point county, within 10 km of its imported boundary.","","ytf2km85o1808gwarev58d2u"
"491906","cm7a0bgos040fewvg0pkvy8zo","Jarrell ISD Police Department","1100 W FM 487","JARRELL","30.815672729215","-97.624812622718","/tx/williamson-county/jarrell/","c5cpbss40q8w1libkmuhyf80","6.6","Listed city in point county, within 10 km of its imported boundary.","","zxxl7s4a7atiawk8gcp343l1"
"493104","cm7a0bgos040sewvgy2t833l6","WILSON CO. CONST. PCT. 4","700 W Main Street","Stockdale","29.23423104039","-97.950364599674","/tx/wilson-county/stockdale/","chhrqv48eu771y6fy6u0bqin","74.0","Listed city in point county, within 10 km of its imported boundary.","","nlwlyubtm2hyyd7dgef59tny"
"497103","cm7a0bgos0427ewvguk3jxq51","WISE CO. CONST. PCT. 3","P O BOX 195, 125 North FM 730","BOYD","33.068420425686","-97.564006812465","/tx/wise-county/boyd/","cypekcskwohdquc3b1v0jntl","3.1","Listed city in point county, within 10 km of its imported boundary.","","yllho6r7rp9j86xntwiea90c"
"503100","cm7a0bgos044sewvgvpfn0cfr","YOUNG CO. SHERIFF'S OFFICE","315 N CLIFF DR","GRAHAM","33.120639396736","-98.568611607748","/tx/young-county/graham/","ce0kn9uc6dz8fak3pzxev2bp","6.4","Listed city in point county, within 10 km of its imported boundary.","","tn05jbtxj5fwh1jpp7auaecz"
"503101","cm7a0bgos044vewvgyci14z31","YOUNG CO. CONST. PCT. 1","315 N. Cliff Dr.","GRAHAM","33.120639396736","-98.568611607748","/tx/young-county/graham/","ce0kn9uc6dz8fak3pzxev2bp","6.4","Listed city in point county, within 10 km of its imported boundary.","","kl7ikt2051vnflv7s47fcea6"
