audit_row,legacy_location_path_id,legacy_path,legacy_level,disposition,resolves_after_change,candidate_paths,candidate_ids,finding,next_action,legacy_agencies,current_agency_paths,current_agency_addresses,geographic_source,census_check,census_alias_target,census_same_name_paths,census_current_paths_match,census_geoid_counties,agencies_outside_assigned_shape,agency_point_containing_paths
35,cu81ux41zy7msyrcu9ewb0rr,/tx/denton-county/frisco/,place,alias-already-present,yes,/tx/collin-county/frisco/,cfkloi655fyf1vxi2md9m86m,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm76wpxb901mvvrvgz2bwisxx: Denton Co. Const. Pct. 2,cm76wpxb901mvvrvgz2bwisxx: /tx/collin-county/frisco/,"cm76wpxb901mvvrvgz2bwisxx: 5533 FM 423, Suite 601, Frisco, TX, 75034",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/collin-county/frisco/,/tx/collin-county/frisco/,yes,"4827684: Collin [48085], Denton [48121]",,"cm76wpxb901mvvrvgz2bwisxx: /tx/, /tx/collin-county/frisco/, /tx/denton-county/"
36,cq7b30jimjccjkya3zraf08c,/tx/fannin-county/ivanhoe/,place,wrong-place-assignment,no,/tx/tyler-county/ivanhoe/,rkbjrfg5o2shw8s4j2i55yu3,Ivanhoe in Fannin County is distinct from Ivanhoe in Tyler County. Sam Rayburn ISD Police currently points to the Tyler County location; that target is rejected.,Create the distinct Fannin County location from verified geographic evidence and correct the agency assignment; do not alias to Tyler County.,cm76wpxbc022dvrvge8ks2pyl: Sam Rayburn ISD Police Department,cm76wpxbc022dvrvge8ks2pyl: /tx/tyler-county/ivanhoe/,"cm76wpxbc022dvrvge8ks2pyl: 9363 E. FM 273, Ivanhoe, TX, 75447",https://www.tshaonline.org/handbook/entries/ivanhoe-tx,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/tyler-county/ivanhoe/,yes,4837112: Tyler [48457],cm76wpxbc022dvrvge8ks2pyl,"cm76wpxbc022dvrvge8ks2pyl: /tx/, /tx/fannin-county/"
37,ci3vh18ws90n6lxb0vz7zjrd,/tx/fort-bend-county/katy/,place,alias-already-present,yes,/tx/waller-county/katy/,hfjaq1m05i3uijyta1hqvlhw,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm76wpxbc023tvrvglpoxhb2z: Fort Bend Co. Const. Pct. 1,cm76wpxbc023tvrvglpoxhb2z: /tx/harris-county/houston/,"cm76wpxbc023tvrvglpoxhb2z: 22333 Grand Corner Drive, Suite 103, Katy, TX, 77494",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/waller-county/katy/,/tx/waller-county/katy/,yes,"4835000: Harris [48201], Fort Bend [48157], Montgomery [48339], Waller [48473] | 4838476: Waller [48473], Harris [48201], Fort Bend [48157]",,"cm76wpxbc023tvrvglpoxhb2z: /tx/, /tx/fort-bend-county/, /tx/harris-county/houston/"
38,ct4cqmjauyb2evvuqtlmfnc2,/tx/fort-bend-county/sugarland/,place,alias-added,yes,/tx/fort-bend-county/sugar-land/,c70atcs51nyytm5qh1tdwcg2,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm76wpxbc025gvrvg9q6pu4bt: Fort Bend I.S.D. Police Dept.,cm76wpxbc025gvrvg9q6pu4bt: /tx/fort-bend-county/sugar-land/,"cm76wpxbc025gvrvg9q6pu4bt: 550 Julie Rivers Dr. Bld. 1, Sugarland, TX, 77478",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4870808: Fort Bend [48157],,"cm76wpxbc025gvrvg9q6pu4bt: /tx/, /tx/fort-bend-county/, /tx/fort-bend-county/sugar-land/"
39,c8lzs9zhrvcnc5a5bcsuh092,/tx/franklin-county/mt-vernon/,place,alias-added,yes,/tx/franklin-county/mount-vernon/,czanyg7pg4jne7i21mwqbwp6,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm76wpxbc025rvrvg7z87xxpw: Franklin Co. Const. Pct. 1,cm76wpxbc025rvrvg7z87xxpw: /tx/franklin-county/mount-vernon/,"cm76wpxbc025rvrvg7z87xxpw: 208 Hwy 37 South, Mt. Vernon, TX, 75457",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4849860: Franklin [48159],,"cm76wpxbc025rvrvg7z87xxpw: /tx/, /tx/franklin-county/, /tx/franklin-county/mount-vernon/"
40,cmic4f96cxsr3y0ab8zqqapo,/tx/guadalupe-county/la-vernia/,place,county-or-mailing-conflict,no,/tx/wilson-county/la-vernia/,cyhl6vbd1zusx0rg5dhmwi4s,"The old agency is New Berlin Marshal, currently assigned to New Berlin in Guadalupe County. La Vernia mailing city and agency municipality are different evidence.","Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgo600bdewvg72sur2db: City of New Berlin Marshal's Office,cm7a0bgo600bdewvg72sur2db: /tx/guadalupe-county/new-berlin/,"cm7a0bgo600bdewvg72sur2db: 9180 FM 775, La Vernia, TX, 78121-3502",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/wilson-county/la-vernia/,yes,4841764: Wilson [48493] | 4850796: Guadalupe [48187],,"cm7a0bgo600bdewvg72sur2db: /tx/, /tx/guadalupe-county/, /tx/guadalupe-county/new-berlin/"
41,c9jahp09yodsjr9p1ep1cl8d,/tx/guadalupe-county/schertz/,place,alias-already-present,yes,/tx/bexar-county/schertz/,qjhjunwx1dlzuvy4xjxpacbv,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgo600ahewvgkdm4gx6k: Guadalupe Co. Const. Pct. 3 | cm7a0bgo600azewvg4r3p21vr: Schertz Police Department,cm7a0bgo600ahewvgkdm4gx6k: /tx/bexar-county/schertz/ | cm7a0bgo600azewvg4r3p21vr: /tx/bexar-county/schertz/,"cm7a0bgo600ahewvgkdm4gx6k: 1101 Elbel Road, Ste. 5, Schertz, TX, 78154 | cm7a0bgo600azewvg4r3p21vr: 1400 Schertz Pkwy BLDG 6, Schertz, TX, 78154-1673",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/bexar-county/schertz/,/tx/bexar-county/schertz/,yes,"4866128: Bexar [48029], Guadalupe [48187], Comal [48091]",,"cm7a0bgo600ahewvgkdm4gx6k: /tx/, /tx/bexar-county/schertz/, /tx/guadalupe-county/ | cm7a0bgo600azewvg4r3p21vr: /tx/, /tx/bexar-county/schertz/, /tx/guadalupe-county/"
42,czmmj7fkrmhrlxl5lbi7gusz,/tx/guadalupe-county/selma/,place,alias-already-present,yes,/tx/bexar-county/selma/,f3t899oq4tujftc24wq3bd50,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm76wpxb100evvrvgnkliuwge: Selma Police Dept.,cm76wpxb100evvrvgnkliuwge: /tx/bexar-county/selma/,"cm76wpxb100evvrvgnkliuwge: 9375 Corporate Dr, Selma, TX, 78154-1250",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/bexar-county/selma/,/tx/bexar-county/selma/,yes,"4866704: Bexar [48029], Guadalupe [48187], Comal [48091]",,"cm76wpxb100evvrvgnkliuwge: /tx/, /tx/bexar-county/selma/, /tx/guadalupe-county/"
43,cljcfc3ta2db5fmq8x7x20wu,/tx/hamilton-county/archer-city/,place,county-or-mailing-conflict,no,/tx/archer-county/archer-city/,c7ne85g4lwe83ps4lxk7u1pb,Archer County Constable Pct. 4 resolves to Archer City in Archer County. The old Hamilton County parent conflicts with both names.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm76wpxaz004mvrvggeao7cgd: Archer Co. Const. Pct. 4,cm76wpxaz004mvrvggeao7cgd: /tx/archer-county/archer-city/,"cm76wpxaz004mvrvggeao7cgd: P.O. Box 517, Archer City, TX, 76531",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/archer-county/archer-city/,yes,4803696: Archer [48009],,"cm76wpxaz004mvrvggeao7cgd: /tx/, /tx/archer-county/, /tx/archer-county/archer-city/"
44,cfqgw2h4xfaofuc6ktoskkds,/tx/hardin-county/batson/,place,missing-place,no,,,Batson is a Hardin County community. The linked constable currently resolves to Hull in Liberty County; do not alias across those distinct communities.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo700dxewvgeh7nqlen: Hardin Co. Const. Pct. 6,cm7a0bgo700dxewvgeh7nqlen: /tx/liberty-county/hull/,"cm7a0bgo700dxewvgeh7nqlen: P.O. Box 596, Batson, TX, 77519",https://www.tshaonline.org/handbook/entries/batson-tx,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4835324: Liberty [48291],cm7a0bgo700dxewvgeh7nqlen,"cm7a0bgo700dxewvgeh7nqlen: /tx/, /tx/hardin-county/"
45,c35ec2qoiasemubuq49itx0q,/tx/hardin-county/saratoga/,place,missing-place,no,,,Saratoga is a Hardin County community. West Hardin CISD Police currently resolves to Hull in Liberty County; do not equate them.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo700emewvgmrpl1rwu: West Hardin County CISD Police Department,cm7a0bgo700emewvgmrpl1rwu: /tx/liberty-county/hull/,"cm7a0bgo700emewvgmrpl1rwu: 39227 Highway 105, Saratoga, TX, 77585-8923",https://www.tshaonline.org/handbook/entries/saratoga-tx,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4835324: Liberty [48291],cm7a0bgo700emewvgmrpl1rwu,"cm7a0bgo700emewvgmrpl1rwu: /tx/, /tx/hardin-county/"
46,coul27fn1xw1fvn1g7c7la6s,/tx/harris-county/alief/,place,geographic-scope-conflict,no,/tx/harris-county/houston/,cnmbt1oikb4y48bq1choxo1o,"Alief is a community incorporated into Houston, not an established synonym for the entire city. Alief ISD Police currently resolves to Houston.",Decide whether to represent Alief as a separate subordinate community; do not infer whole-city equivalence.,cm7a0bgo800l1ewvg23w03i5y: Alief I.S.D. Police Dept.,cm7a0bgo800l1ewvg23w03i5y: /tx/harris-county/houston/,"cm7a0bgo800l1ewvg23w03i5y: P. O. Box 68, Alief, TX, 77411",https://www.tshaonline.org/handbook/entries/alief-tx,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4835000: Harris [48201], Fort Bend [48157], Montgomery [48339], Waller [48473]",,"cm7a0bgo800l1ewvg23w03i5y: /tx/, /tx/harris-county/, /tx/harris-county/houston/"
47,c9l7ykyzrt0b3g60yo0lbcpp,/tx/harris-county/cypress/,place,missing-place,no,,,"No Cypress canonical place. Cypress-Fairbanks ISD Police resolves to Houston, but an agency assignment is not proof that the community equals all of Houston.","Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo700h7ewvgu61v0ctv: Cypress - Fairbanks ISD Police Department,cm7a0bgo700h7ewvgu61v0ctv: /tx/harris-county/houston/,"cm7a0bgo700h7ewvgu61v0ctv: 11200 Telge Rd, Cypress, TX, 77429-3398",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4835000: Harris [48201], Fort Bend [48157], Montgomery [48339], Waller [48473]",cm7a0bgo700h7ewvgu61v0ctv,"cm7a0bgo700h7ewvgu61v0ctv: /tx/, /tx/harris-county/"
48,csqaiecep7o9ld1p8yhl0fp8,/tx/harris-county/huffman/,place,missing-place,no,,,No Huffman canonical place. Huffman ISD Police resolves to Houston; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo800l4ewvgv2e577jm: Huffman ISD Police Department,cm7a0bgo800l4ewvgv2e577jm: /tx/harris-county/houston/,"cm7a0bgo800l4ewvgv2e577jm: 24403 E. Lake Houston Pkwy., Huffman, TX, 77336",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4835000: Harris [48201], Fort Bend [48157], Montgomery [48339], Waller [48473]",,"cm7a0bgo800l4ewvgv2e577jm: /tx/, /tx/harris-county/, /tx/harris-county/houston/"
49,cbeco0t0cpjim11gnzkh9rji,/tx/harris-county/katy/,place,alias-already-present,yes,/tx/waller-county/katy/,hfjaq1m05i3uijyta1hqvlhw,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm76wpxbc025dvrvgnbpdwlr0: Katy Fire Marshals Office | cm7a0bgo700hmewvgjspkbz1x: Katy Police Dept. | cm7a0bgo800kmewvg6bq1izrv: Katy ISD Police Department,cm76wpxbc025dvrvgnbpdwlr0: /tx/waller-county/katy/ | cm7a0bgo700hmewvgjspkbz1x: /tx/waller-county/katy/ | cm7a0bgo800kmewvg6bq1izrv: /tx/waller-county/katy/,"cm76wpxbc025dvrvgnbpdwlr0: 1417 Ave D, Katy, TX, 77493 | cm7a0bgo700hmewvgjspkbz1x: 5456 Franz Rd., Katy, TX, 77493 | cm7a0bgo800kmewvg6bq1izrv: 20370 Franz Rd, Katy, TX, 77449-5600",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/waller-county/katy/,/tx/waller-county/katy/,yes,"4838476: Waller [48473], Harris [48201], Fort Bend [48157]",cm7a0bgo800kmewvg6bq1izrv,"cm76wpxbc025dvrvgnbpdwlr0: /tx/, /tx/harris-county/, /tx/waller-county/katy/ | cm7a0bgo700hmewvgjspkbz1x: /tx/, /tx/harris-county/, /tx/waller-county/katy/ | cm7a0bgo800kmewvg6bq1izrv: /tx/, /tx/harris-county/"
50,c6hacpva8hyyayoysjybbidq,/tx/harris-county/seabrook/,place,alias-already-present,yes,/tx/chambers-county/seabrook/,vjjk1zu7jim57ulfq1399f4z,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgo700i4ewvgi88sa5vs: Seabrook Police Department | cm7a0bgo800j7ewvgu2vwn0ti: Seabrook Fire Marshal's Office,cm7a0bgo700i4ewvgi88sa5vs: /tx/chambers-county/seabrook/ | cm7a0bgo800j7ewvgu2vwn0ti: /tx/chambers-county/seabrook/,"cm7a0bgo700i4ewvgi88sa5vs: 1400 Cook St, Seabrook, TX, 77586-3529 | cm7a0bgo800j7ewvgu2vwn0ti: 1700 1st Street, Seabrook, TX, 77586",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/chambers-county/seabrook/,/tx/chambers-county/seabrook/,yes,"4866392: Chambers [48071], Harris [48201]",,"cm7a0bgo700i4ewvgi88sa5vs: /tx/, /tx/chambers-county/seabrook/, /tx/harris-county/ | cm7a0bgo800j7ewvgu2vwn0ti: /tx/, /tx/chambers-county/seabrook/, /tx/harris-county/"
51,c85adbz470xah2yg9aq4hwm0,/tx/harrison-county/elysian-fields/,place,missing-place,no,,,No Elysian Fields canonical place. Elysian Fields ISD Police resolves to Waskom; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo800m9ewvgnlvucmei: Elysian Fields ISD Police Department,cm7a0bgo800m9ewvgnlvucmei: /tx/harrison-county/waskom/,"cm7a0bgo800m9ewvgnlvucmei: Po Box 120, Elysian Fields, TX, 75642-0120",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4876636: Harrison [48203],cm7a0bgo800m9ewvgnlvucmei,"cm7a0bgo800m9ewvgnlvucmei: /tx/, /tx/panola-county/"
52,ceiyvygvkxovcm14yhiahtn8,/tx/henderson-county/larue/,place,missing-place,no,,,No Larue canonical place. Both linked agencies resolve to Poynor; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgo800oeewvg8kgkdj5m: Henderson Co. Const. Pct. 4 | cm7a0bgo900qdewvg7b41od9e: LaPoynor ISD Police Department,cm7a0bgo800oeewvg8kgkdj5m: /tx/henderson-county/poynor/ | cm7a0bgo900qdewvg7b41od9e: /tx/henderson-county/poynor/,"cm7a0bgo800oeewvg8kgkdj5m: Po Box 124, 9551 County Road 4719, Larue, TX, 75770 | cm7a0bgo900qdewvg7b41od9e: 13155 Hwy 175 E., Larue, TX, 75770",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4859192: Henderson [48213],cm7a0bgo800oeewvg8kgkdj5m | cm7a0bgo900qdewvg7b41od9e,"cm7a0bgo800oeewvg8kgkdj5m: /tx/, /tx/henderson-county/ | cm7a0bgo900qdewvg7b41od9e: /tx/, /tx/henderson-county/"
53,c6i4qwygihjkfukjvnytr7y0,/tx/henderson-county/mabank/,place,alias-already-present,yes,/tx/kaufman-county/mabank/,cxrbaxdpfkq0od3uyxs3vac1,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgo900ptewvgotxki0i1: Payne Springs Police Department,cm7a0bgo900ptewvgotxki0i1: /tx/kaufman-county/mabank/,"cm7a0bgo900ptewvgotxki0i1: 19601 County Road 2529 Rd, Mabank, TX, 75156-8507",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/kaufman-county/mabank/,/tx/kaufman-county/mabank/,yes,"4845324: Kaufman [48257], Henderson [48213], Van Zandt [48467]",,"cm7a0bgo900ptewvgotxki0i1: /tx/, /tx/kaufman-county/, /tx/kaufman-county/mabank/"
54,cz2u2miqkfdsspi1rh8ldlpz,/tx/hockley-county/witharral/,place,alias-added,yes,/tx/hockley-county/whitharral/,rdmcqscjwg7nagiribcx051k,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgoa00vxewvgss65a1wd: Hockley Co. Const. Pct. 4,cm7a0bgoa00vxewvgss65a1wd: /tx/hockley-county/whitharral/,"cm7a0bgoa00vxewvgss65a1wd: 601 Brownlee, Witharral, TX, 79380",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4878640: Hockley [48219],,"cm7a0bgoa00vxewvgss65a1wd: /tx/, /tx/hockley-county/, /tx/hockley-county/whitharral/"
55,c6cv7n6snp0ofa9tkpcf8a1g,/tx/hopkins-county/saltillo/,place,missing-place,no,,,No Saltillo canonical place. Saltillo ISD Police resolves to Mount Vernon in Franklin County; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoa00y2ewvg5gk9bccn: Saltillo I.S.D. Police Department,cm7a0bgoa00y2ewvg5gk9bccn: /tx/franklin-county/mount-vernon/,"cm7a0bgoa00y2ewvg5gk9bccn: P.O. Box 269, Saltillo, TX, 75478",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4849860: Franklin [48159],cm7a0bgoa00y2ewvg5gk9bccn,"cm7a0bgoa00y2ewvg5gk9bccn: /tx/, /tx/hopkins-county/"
56,cg8q2ja60vcyljwl5r8rtdws,/tx/hopkins-county/sulphur-bluff/,place,missing-place,no,,,No Sulphur Bluff canonical place. Sulphur Bluff ISD Police resolves to Tira; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgoa00yhewvgu9z1vvtc: Sulphur Bluff ISD Police Department,cm7a0bgoa00yhewvgu9z1vvtc: /tx/hopkins-county/tira/,"cm7a0bgoa00yhewvgu9z1vvtc: 1027 CR 3550, Sulphur Bluff, TX, 75481",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4873124: Hopkins [48223],cm7a0bgoa00yhewvgu9z1vvtc,"cm7a0bgoa00yhewvgu9z1vvtc: /tx/, /tx/hopkins-county/"
57,cn3uivb9vpui4jslg74rfir8,/tx/hunt-county/merit/,place,missing-place,no,,,No Merit canonical place. Bland ISD Police resolves to Farmersville in Collin County; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgob012hewvgnssusuyi: Bland ISD Police Department,cm7a0bgob012hewvgnssusuyi: /tx/collin-county/farmersville/,"cm7a0bgob012hewvgnssusuyi: P.O. Box 216, 6164 FM 2194, Merit, TX, 75458-0216",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4825488: Collin [48085],cm7a0bgob012hewvgnssusuyi,"cm7a0bgob012hewvgnssusuyi: /tx/, /tx/hunt-county/"
58,c6blbrrjtlb6l9ghuf0plvyu,/tx/jasper-county/brookeland/,place,missing-place,no,,,No Brookeland canonical place. The linked constable resolves to Sam Rayburn; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgob014xewvgokx1jiob: Jasper Co. Const. Pct. 5,cm7a0bgob014xewvgokx1jiob: /tx/jasper-county/sam-rayburn/,"cm7a0bgob014xewvgokx1jiob: 256 Attoyac Ct., Brookeland, TX, 75931",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4864460: Jasper [48241],,"cm7a0bgob014xewvgokx1jiob: /tx/, /tx/jasper-county/, /tx/jasper-county/sam-rayburn/"
59,c3t9p78ljai63amsqxe3t3tx,/tx/jones-county/stamford/,place,alias-already-present,yes,/tx/haskell-county/stamford/,ut1kpsyhhltiympramjz32f8,Existing alias verified against raw Census place/county overlap: the same place spans multiple counties. The current canonical county and alias agree with the Census import policy.,Retain existing alias.,cm7a0bgoc01brewvgtv1x09x0: Stamford Police Dept.,cm7a0bgoc01brewvgtv1x09x0: /tx/haskell-county/stamford/,"cm7a0bgoc01brewvgtv1x09x0: 115 North Swenson, Stamford, TX, 79553",,Checked against saved 2025 Gazetteer and TIGER inputs,/tx/haskell-county/stamford/,/tx/haskell-county/stamford/,yes,"4869980: Haskell [48207], Jones [48253]",,"cm7a0bgoc01brewvgtv1x09x0: /tx/, /tx/haskell-county/stamford/, /tx/jones-county/"
60,c19bpf36kqvj39twvzfzq4zp,/tx/kleberg-county/kinsgville/,place,alias-added,yes,/tx/kleberg-county/kingsville/,cdbg1inav9bht23xvtqvaeau,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgod01hoewvg6dktdvpx: Kleberg Co. Const. Pct. 2,cm7a0bgod01hoewvg6dktdvpx: /tx/kleberg-county/kingsville/,"cm7a0bgod01hoewvg6dktdvpx: 620 North Third Street, Kinsgville, TX, 78363",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4839352: Kleberg [48273],,"cm7a0bgod01hoewvg6dktdvpx: /tx/, /tx/kleberg-county/, /tx/kleberg-county/kingsville/"
61,cs20rcf9h3xt6r1vazc6b5zh,/tx/lamar-county/pattonville/,place,missing-place,no,,,No Pattonville canonical place. Prairiland ISD Police resolves to Deport; geographic equivalence is not established.,"Verify the community and its hierarchy from geographic evidence; if absent, create a separate manual location rather than an alias to a nearby place.",cm7a0bgod01jmewvghujg3ai9: Prairiland ISD Police Department,cm7a0bgod01jmewvghujg3ai9: /tx/lamar-county/deport/,"cm7a0bgod01jmewvghujg3ai9: 466 FM 196 South, Pattonville, TX, 75468",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4820020: Lamar [48277], Red River [48387]",cm7a0bgod01jmewvghujg3ai9,"cm7a0bgod01jmewvghujg3ai9: /tx/, /tx/lamar-county/"
62,cy5h4l3dxod8vdfvjxchoh4l,/tx/lee-county/dimebox/,place,alias-added,yes,/tx/lee-county/dime-box/,y0g7x7wnkzk8z90i3ixrzs9g,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgoe01mcewvga030mewr: Lee Co. Const. Pct. 4,cm7a0bgoe01mcewvga030mewr: /tx/lee-county/dime-box/,"cm7a0bgoe01mcewvga030mewr: Po Box 141, 1043 Stephen F Austin St, Dimebox, TX, 77853",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4820452: Lee [48287],,"cm7a0bgoe01mcewvga030mewr: /tx/, /tx/lee-county/, /tx/lee-county/dime-box/"
63,crtge7xud2dvx6812d3kkla2,/tx/liberty-county/liberty-hill/,place,county-or-mailing-conflict,no,/tx/williamson-county/liberty-hill/,citya0cykg0c1k7tvnhatlmh,Liberty Hill Police currently resolves to Liberty in Liberty County. Liberty Hill exists in Williamson County. Investigate a possible name-based wrong-place assignment.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgos0400ewvgseubfmii: Liberty Hill Police Department,cm7a0bgos0400ewvgseubfmii: /tx/liberty-county/liberty/,"cm7a0bgos0400ewvgseubfmii: Po Box 1414, 1120 Main St, Liberty Hill, TX, 78642-1414",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/williamson-county/liberty-hill/,yes,4842568: Liberty [48291] | 4842664: Williamson [48491],,"cm7a0bgos0400ewvgseubfmii: /tx/, /tx/liberty-county/, /tx/liberty-county/liberty/"
64,cp255qef9jmzjofnvadus0dr,/tx/live-oak-county/sandia/,place,county-or-mailing-conflict,no,/tx/jim-wells-county/sandia/,c0w074pw9zobj5g2gxjyukk1,The linked Live Oak County constable resolves to Sandia in Jim Wells County; verify mailing address versus county jurisdiction.,"Verify the original address and intended geographic entity before deciding whether to correct the hierarchy, agency assignment, or add a path alias.",cm7a0bgof01qaewvgu1j3ixit: Live Oak Co. Const. Pct. 1,cm7a0bgof01qaewvgu1j3ixit: /tx/jim-wells-county/sandia/,"cm7a0bgof01qaewvgu1j3ixit: 161 Vista Drive, Sandia, TX, 78383",,Checked against saved 2025 Gazetteer and TIGER inputs,,/tx/jim-wells-county/sandia/,yes,4865168: Jim Wells [48249],cm7a0bgof01qaewvgu1j3ixit,"cm7a0bgof01qaewvgu1j3ixit: /tx/, /tx/live-oak-county/"
65,crg5o51hsf1it8t8xdwmagnn,/tx/llano-county/sunrise-beach/,place,expanded-name-candidate,no,/tx/llano-county/sunrise-beach-village/,z5pfzkq5memng6kzxmcjr7ua,Sunrise Beach Police resolves to Sunrise Beach Village. This is a strong expanded-name candidate.,Confirm the legacy geographic identity and official name; then add an alias if they denote the same place.,cm7a0bgof01rdewvgb3pe5lk7: Sunrise Beach Police Department,cm7a0bgof01rdewvgb3pe5lk7: /tx/llano-county/sunrise-beach-village/,"cm7a0bgof01rdewvgb3pe5lk7: 124 Sunrise Drive, Sunrise Beach, TX, 78643-9283",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,4871228: Llano [48299],,"cm7a0bgof01rdewvgb3pe5lk7: /tx/, /tx/llano-county/, /tx/llano-county/sunrise-beach-village/"
66,c2ra2o55yig7770u0ti3deih,/tx/lynn-county/odonnell/,place,alias-added,yes,/tx/lynn-county/o-donnell/,ce6vr6jjwogez0odp4u4ohuz,"Spelling, spacing, punctuation, or abbreviation variant within the same state and county.",Applied through manual source; replay verified.,cm7a0bgof01uqewvg1v8j72ck: O'Donnell ISD Police Department,cm7a0bgof01uqewvg1v8j72ck: /tx/lynn-county/o-donnell/,"cm7a0bgof01uqewvg1v8j72ck: 400 Small St, Odonnell, TX, 79351-3007",,Checked against saved 2025 Gazetteer and TIGER inputs,,,yes,"4853436: Lynn [48305], Dawson [48115]",,"cm7a0bgof01uqewvg1v8j72ck: /tx/, /tx/lynn-county/, /tx/lynn-county/o-donnell/"
